distance,herding_time,coefficients_of_horses,grazing_time,num_mares,stallion_speed,herding_start,herding_end,num_significant_timesteps,true_positives,false_positives,false_negatives,precision,recall,f1_score
1.0,100,0.5,500,6,0.2,195,295,14,14,0,87,1.0,0.14,0.24561403508771928
1.0,100,0.5,500,6,0.5,111,211,6,6,0,95,1.0,0.06,0.11320754716981131
1.0,100,0.5,500,6,1.0,376,476,9,9,0,92,1.0,0.09,0.16513761467889906
1.0,100,0.5,500,8,0.2,366,466,20,20,0,81,1.0,0.2,0.33333333333333337
1.0,100,0.5,500,8,0.5,290,390,4,4,0,97,1.0,0.04,0.07692307692307693
1.0,100,0.5,500,8,1.0,352,452,4,4,0,97,1.0,0.04,0.07692307692307693
1.0,100,0.5,1500,4,0.2,1492,1592,73,72,1,29,0.9863013698630136,0.72,0.8323699421965317
1.0,100,0.5,1500,4,0.5,1076,1176,18,18,0,83,1.0,0.18,0.3050847457627119
1.0,100,0.5,1500,4,1.0,1317,1417,24,24,0,77,1.0,0.24,0.3870967741935484
1.0,100,0.5,1500,6,0.2,978,1078,49,49,0,52,1.0,0.49,0.6577181208053691
1.0,100,0.5,1500,6,0.5,1439,1539,42,42,0,59,1.0,0.42,0.5915492957746479
1.0,100,0.5,1500,6,1.0,162,262,29,29,0,72,1.0,0.29,0.44961240310077516
1.0,100,0.5,1500,8,0.2,445,545,62,62,0,39,1.0,0.62,0.7654320987654321
1.0,100,0.5,1500,8,0.5,1213,1313,29,29,0,72,1.0,0.29,0.44961240310077516
1.0,100,0.5,1500,8,1.0,1397,1497,31,31,0,70,1.0,0.31,0.47328244274809156
1.0,100,0.5,2500,4,0.2,876,976,55,54,1,47,0.9818181818181818,0.54,0.6967741935483871
1.0,100,0.5,2500,4,0.5,2140,2240,31,31,0,70,1.0,0.31,0.47328244274809156
1.0,100,0.5,2500,4,1.0,471,571,23,23,0,78,1.0,0.23,0.3739837398373984
1.0,100,0.5,2500,6,0.2,218,318,78,78,0,23,1.0,0.78,0.8764044943820225
1.0,100,0.5,2500,6,0.5,1951,2051,43,43,0,58,1.0,0.43,0.6013986013986015
1.0,100,0.5,2500,6,1.0,1268,1368,25,25,0,76,1.0,0.25,0.4
1.0,100,0.5,2500,8,0.2,501,601,78,78,0,23,1.0,0.78,0.8764044943820225
1.0,100,0.5,2500,8,0.5,238,338,55,55,0,46,1.0,0.55,0.7096774193548387
1.0,100,0.5,2500,8,1.0,1883,1983,42,42,0,59,1.0,0.42,0.5915492957746479
1.0,100,1.0,500,4,0.2,110,210,7,7,0,94,1.0,0.07,0.13084112149532712
1.0,100,1.0,500,4,0.5,356,456,5,5,0,96,1.0,0.05,0.09523809523809523
1.0,100,1.0,500,4,1.0,295,395,7,7,0,94,1.0,0.07,0.13084112149532712
1.0,100,1.0,500,6,0.2,151,251,7,7,0,94,1.0,0.07,0.13084112149532712
1.0,100,1.0,500,6,0.5,71,171,8,8,0,93,1.0,0.08,0.14814814814814814
1.0,100,1.0,500,6,1.0,184,284,3,3,0,98,1.0,0.03,0.058252427184466014
1.0,100,1.0,500,8,0.2,139,239,14,14,0,87,1.0,0.14,0.24561403508771928
1.0,100,1.0,500,8,0.5,218,318,8,8,0,93,1.0,0.08,0.14814814814814814
1.0,100,1.0,500,8,1.0,366,466,12,12,0,89,1.0,0.12,0.21428571428571425
1.0,100,1.0,1500,4,0.2,1141,1241,46,46,0,55,1.0,0.46,0.6301369863013699
1.0,100,1.0,1500,4,0.5,1371,1471,31,31,0,70,1.0,0.31,0.47328244274809156
1.0,100,1.0,1500,4,1.0,7,107,77,73,4,28,0.948051948051948,0.73,0.824858757062147
1.0,100,1.0,1500,6,0.2,897,997,51,51,0,50,1.0,0.51,0.6754966887417219
1.0,100,1.0,1500,6,0.5,153,253,39,39,0,62,1.0,0.39,0.5611510791366906
1.0,100,1.0,1500,6,1.0,876,976,23,23,0,78,1.0,0.23,0.3739837398373984
1.0,100,1.0,1500,8,0.2,1233,1333,64,64,0,37,1.0,0.64,0.7804878048780487
1.0,100,1.0,1500,8,0.5,332,432,44,44,0,57,1.0,0.44,0.6111111111111112
1.0,100,1.0,1500,8,1.0,1416,1516,28,28,0,73,1.0,0.28,0.43750000000000006
1.0,100,1.0,2500,4,0.2,1400,1500,48,48,0,53,1.0,0.48,0.6486486486486487
1.0,100,1.0,2500,4,0.5,376,476,28,27,1,74,0.9642857142857143,0.27,0.421875
1.0,100,1.0,2500,4,1.0,2473,2573,71,71,0,30,1.0,0.71,0.8304093567251462
1.0,100,1.0,2500,6,0.2,2425,2525,84,84,0,17,1.0,0.84,0.9130434782608696
1.0,100,1.0,2500,6,0.5,1511,1611,52,52,0,49,1.0,0.52,0.6842105263157895
1.0,100,1.0,2500,6,1.0,999,1099,26,26,0,75,1.0,0.26,0.41269841269841273
1.0,100,1.0,2500,8,0.2,1634,1734,88,88,0,13,1.0,0.88,0.9361702127659575
1.0,100,1.0,2500,8,0.5,2017,2117,41,40,1,61,0.975609756097561,0.4,0.5673758865248227
1.0,100,1.0,2500,8,1.0,1206,1306,35,35,0,66,1.0,0.35,0.5185185185185185
1.0,200,0.1,500,4,0.2,289,489,1,1,0,200,1.0,0.005,0.009950248756218907
1.0,200,0.1,500,4,0.5,370,570,2,2,0,199,1.0,0.01,0.019801980198019802
1.0,200,0.1,500,4,1.0,22,222,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,0.1,500,6,0.2,188,388,1,1,0,200,1.0,0.005,0.009950248756218907
1.0,200,0.1,500,6,0.5,393,593,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,0.1,500,6,1.0,209,409,3,3,0,198,1.0,0.015,0.02955665024630542
1.0,200,0.1,500,8,0.2,493,693,8,8,0,193,1.0,0.04,0.07692307692307693
1.0,200,0.1,500,8,0.5,83,283,1,1,0,200,1.0,0.005,0.009950248756218907
1.0,200,0.1,500,8,1.0,273,473,2,2,0,199,1.0,0.01,0.019801980198019802
1.0,200,0.1,1500,4,0.2,225,425,40,40,0,161,1.0,0.2,0.33333333333333337
1.0,200,0.1,1500,4,0.5,169,369,16,16,0,185,1.0,0.08,0.14814814814814814
1.0,200,0.1,1500,4,1.0,1360,1560,17,17,0,184,1.0,0.085,0.1566820276497696
1.0,200,0.1,1500,6,0.2,520,720,41,41,0,160,1.0,0.205,0.3402489626556016
1.0,200,0.1,1500,6,0.5,934,1134,20,20,0,181,1.0,0.1,0.18181818181818182
1.0,200,0.1,1500,6,1.0,605,805,17,17,0,184,1.0,0.085,0.1566820276497696
1.0,200,0.1,1500,8,0.2,1454,1654,93,93,0,108,1.0,0.465,0.6348122866894198
1.0,200,0.1,1500,8,0.5,186,386,25,25,0,176,1.0,0.125,0.2222222222222222
1.0,200,0.1,1500,8,1.0,690,890,23,23,0,178,1.0,0.115,0.2062780269058296
1.0,200,0.1,2500,4,0.2,1400,1600,56,56,0,145,1.0,0.28,0.43750000000000006
1.0,200,0.1,2500,4,0.5,485,685,24,24,0,177,1.0,0.12,0.21428571428571425
1.0,200,0.1,2500,4,1.0,2457,2657,19,19,0,182,1.0,0.095,0.17351598173515984
1.0,200,0.1,2500,6,0.2,517,717,85,85,0,116,1.0,0.425,0.5964912280701754
1.0,200,0.1,2500,6,0.5,77,277,41,41,0,160,1.0,0.205,0.3402489626556016
1.0,200,0.1,2500,6,1.0,185,385,36,36,0,165,1.0,0.18,0.3050847457627119
1.0,200,0.1,2500,8,0.2,509,709,98,98,0,103,1.0,0.49,0.6577181208053691
1.0,200,0.1,2500,8,0.5,941,1141,36,36,0,165,1.0,0.18,0.3050847457627119
1.0,200,0.1,2500,8,1.0,1305,1505,35,35,0,166,1.0,0.175,0.2978723404255319
1.0,200,0.5,500,4,0.2,87,287,3,3,0,198,1.0,0.015,0.02955665024630542
1.0,200,0.5,500,4,0.5,461,661,3,3,0,198,1.0,0.015,0.02955665024630542
1.0,200,0.5,500,4,1.0,130,330,5,5,0,196,1.0,0.025,0.04878048780487806
1.0,200,0.5,500,6,0.2,409,609,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,0.5,500,6,0.5,221,421,1,1,0,200,1.0,0.005,0.009950248756218907
1.0,200,0.5,500,6,1.0,258,458,5,5,0,196,1.0,0.025,0.04878048780487806
1.0,200,0.5,500,8,0.2,97,297,3,3,0,198,1.0,0.015,0.02955665024630542
1.0,200,0.5,500,8,0.5,445,645,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,0.5,500,8,1.0,378,578,5,5,0,196,1.0,0.025,0.04878048780487806
1.0,200,0.5,1500,4,0.2,823,1023,31,31,0,170,1.0,0.155,0.2683982683982684
1.0,200,0.5,1500,4,0.5,1492,1692,31,31,0,170,1.0,0.155,0.2683982683982684
1.0,200,0.5,1500,4,1.0,799,999,14,14,0,187,1.0,0.07,0.13084112149532712
1.0,200,0.5,1500,6,0.2,476,676,49,49,0,152,1.0,0.245,0.393574297188755
1.0,200,0.5,1500,6,0.5,321,521,20,20,0,181,1.0,0.1,0.18181818181818182
1.0,200,0.5,1500,6,1.0,487,687,16,16,0,185,1.0,0.08,0.14814814814814814
1.0,200,0.5,1500,8,0.2,1044,1244,33,33,0,168,1.0,0.165,0.2832618025751073
1.0,200,0.5,1500,8,0.5,687,887,19,19,0,182,1.0,0.095,0.17351598173515984
1.0,200,0.5,1500,8,1.0,1420,1620,24,24,0,177,1.0,0.12,0.21428571428571425
1.0,200,0.5,2500,4,0.2,2459,2659,73,73,0,128,1.0,0.365,0.5347985347985348
1.0,200,0.5,2500,4,0.5,2161,2361,35,35,0,166,1.0,0.175,0.2978723404255319
1.0,200,0.5,2500,4,1.0,1342,1542,20,20,0,181,1.0,0.1,0.18181818181818182
1.0,200,0.5,2500,6,0.2,1227,1427,73,73,0,128,1.0,0.365,0.5347985347985348
1.0,200,0.5,2500,6,0.5,2082,2282,34,34,0,167,1.0,0.17,0.2905982905982906
1.0,200,0.5,2500,6,1.0,1023,1223,29,29,0,172,1.0,0.145,0.25327510917030566
1.0,200,0.5,2500,8,0.2,193,393,100,100,0,101,1.0,0.5,0.6666666666666666
1.0,200,0.5,2500,8,0.5,38,238,71,71,0,130,1.0,0.355,0.5239852398523985
1.0,200,0.5,2500,8,1.0,634,834,36,36,0,165,1.0,0.18,0.3050847457627119
1.0,200,1.0,500,4,0.2,345,545,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,1.0,500,4,0.5,467,667,2,2,0,199,1.0,0.01,0.019801980198019802
1.0,200,1.0,500,4,1.0,177,377,5,5,0,196,1.0,0.025,0.04878048780487806
1.0,200,1.0,500,6,0.2,244,444,8,8,0,193,1.0,0.04,0.07692307692307693
1.0,200,1.0,500,6,0.5,398,598,5,5,0,196,1.0,0.025,0.04878048780487806
1.0,200,1.0,500,6,1.0,256,456,7,7,0,194,1.0,0.035,0.0676328502415459
1.0,200,1.0,500,8,0.2,302,502,4,4,0,197,1.0,0.02,0.0392156862745098
1.0,200,1.0,500,8,0.5,294,494,2,2,0,199,1.0,0.01,0.019801980198019802
1.0,200,1.0,500,8,1.0,169,369,3,3,0,198,1.0,0.015,0.02955665024630542
1.0,200,1.0,1500,4,0.2,1021,1221,27,27,0,174,1.0,0.135,0.2378854625550661
1.0,200,1.0,1500,4,0.5,1013,1213,14,14,0,187,1.0,0.07,0.13084112149532712
1.0,200,1.0,1500,4,1.0,27,227,20,20,0,181,1.0,0.1,0.18181818181818182
1.0,200,1.0,1500,6,0.2,577,777,53,53,0,148,1.0,0.265,0.41897233201581024
1.0,200,1.0,1500,6,0.5,90,290,30,30,0,171,1.0,0.15,0.2608695652173913
1.0,200,1.0,1500,6,1.0,1298,1498,18,18,0,183,1.0,0.09,0.16513761467889906
1.0,200,1.0,1500,8,0.2,109,309,60,60,0,141,1.0,0.3,0.4615384615384615
1.0,200,1.0,1500,8,0.5,755,955,22,22,0,179,1.0,0.11,0.19819819819819817
1.0,200,1.0,1500,8,1.0,1331,1531,24,24,0,177,1.0,0.12,0.21428571428571425
1.0,200,1.0,2500,4,0.2,284,484,70,70,0,131,1.0,0.35,0.5185185185185185
1.0,200,1.0,2500,4,0.5,444,644,26,26,0,175,1.0,0.13,0.23008849557522126
1.0,200,1.0,2500,4,1.0,459,659,19,19,0,182,1.0,0.095,0.17351598173515984
1.0,200,1.0,2500,6,0.2,294,494,96,96,0,105,1.0,0.48,0.6486486486486487
1.0,200,1.0,2500,6,0.5,1337,1537,34,34,0,167,1.0,0.17,0.2905982905982906
1.0,200,1.0,2500,6,1.0,799,999,25,25,0,176,1.0,0.125,0.2222222222222222
1.0,200,1.0,2500,8,0.2,1401,1601,74,74,0,127,1.0,0.37,0.5401459854014599
1.0,200,1.0,2500,8,0.5,152,352,66,66,0,135,1.0,0.33,0.49624060150375937
1.0,200,1.0,2500,8,1.0,1793,1993,29,29,0,172,1.0,0.145,0.25327510917030566
1.0,300,0.1,500,4,0.2,493,793,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.1,500,4,0.5,3,303,6,6,0,295,1.0,0.02,0.0392156862745098
1.0,300,0.1,500,4,1.0,254,554,3,3,0,298,1.0,0.01,0.019801980198019802
1.0,300,0.1,500,6,0.2,405,705,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,0.1,500,6,0.5,315,615,4,4,0,297,1.0,0.013333333333333334,0.02631578947368421
1.0,300,0.1,500,6,1.0,288,588,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,0.1,500,8,0.2,7,307,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.1,500,8,0.5,202,502,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.1,500,8,1.0,33,333,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.1,1500,4,0.2,103,403,27,27,0,274,1.0,0.09,0.16513761467889906
1.0,300,0.1,1500,4,0.5,1271,1571,20,20,0,281,1.0,0.06666666666666667,0.125
1.0,300,0.1,1500,4,1.0,466,766,15,15,0,286,1.0,0.05,0.09523809523809523
1.0,300,0.1,1500,6,0.2,879,1179,30,30,0,271,1.0,0.1,0.18181818181818182
1.0,300,0.1,1500,6,0.5,1231,1531,18,18,0,283,1.0,0.06,0.11320754716981131
1.0,300,0.1,1500,6,1.0,770,1070,17,17,0,284,1.0,0.056666666666666664,0.10725552050473186
1.0,300,0.1,1500,8,0.2,1226,1526,27,27,0,274,1.0,0.09,0.16513761467889906
1.0,300,0.1,1500,8,0.5,1214,1514,16,16,0,285,1.0,0.05333333333333334,0.10126582278481014
1.0,300,0.1,1500,8,1.0,941,1241,14,14,0,287,1.0,0.04666666666666667,0.089171974522293
1.0,300,0.1,2500,4,0.2,1075,1375,58,58,0,243,1.0,0.19333333333333333,0.3240223463687151
1.0,300,0.1,2500,4,0.5,664,964,27,27,0,274,1.0,0.09,0.16513761467889906
1.0,300,0.1,2500,4,1.0,204,504,28,28,0,273,1.0,0.09333333333333334,0.17073170731707318
1.0,300,0.1,2500,6,0.2,619,919,56,56,0,245,1.0,0.18666666666666668,0.3146067415730337
1.0,300,0.1,2500,6,0.5,1947,2247,29,29,0,272,1.0,0.09666666666666666,0.1762917933130699
1.0,300,0.1,2500,6,1.0,2278,2578,19,19,0,282,1.0,0.06333333333333334,0.11912225705329156
1.0,300,0.1,2500,8,0.2,1550,1850,75,75,0,226,1.0,0.25,0.4
1.0,300,0.1,2500,8,0.5,2218,2518,35,35,0,266,1.0,0.11666666666666667,0.208955223880597
1.0,300,0.1,2500,8,1.0,1890,2190,29,29,0,272,1.0,0.09666666666666666,0.1762917933130699
1.0,300,0.5,500,4,0.2,186,486,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.5,500,4,0.5,243,543,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.5,500,4,1.0,112,412,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.0,300,0.5,500,6,0.2,469,769,5,5,0,296,1.0,0.016666666666666666,0.03278688524590164
1.0,300,0.5,500,6,0.5,426,726,3,3,0,298,1.0,0.01,0.019801980198019802
1.0,300,0.5,500,6,1.0,460,760,6,6,0,295,1.0,0.02,0.0392156862745098
1.0,300,0.5,500,8,0.2,96,396,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,0.5,500,8,0.5,86,386,0,0,0,301,0.0,0.0,0.0
1.0,300,0.5,500,8,1.0,284,584,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,0.5,1500,4,0.2,634,934,18,18,0,283,1.0,0.06,0.11320754716981131
1.0,300,0.5,1500,4,0.5,766,1066,12,12,0,289,1.0,0.04,0.07692307692307693
1.0,300,0.5,1500,4,1.0,63,363,17,17,0,284,1.0,0.056666666666666664,0.10725552050473186
1.0,300,0.5,1500,6,0.2,37,337,58,58,0,243,1.0,0.19333333333333333,0.3240223463687151
1.0,300,0.5,1500,6,0.5,730,1030,18,18,0,283,1.0,0.06,0.11320754716981131
1.0,300,0.5,1500,6,1.0,657,957,19,19,0,282,1.0,0.06333333333333334,0.11912225705329156
1.0,300,0.5,1500,8,0.2,208,508,40,40,0,261,1.0,0.13333333333333333,0.23529411764705882
1.0,300,0.5,1500,8,0.5,333,633,17,17,0,284,1.0,0.056666666666666664,0.10725552050473186
1.0,300,0.5,1500,8,1.0,95,395,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.0,300,0.5,2500,4,0.2,324,624,53,53,0,248,1.0,0.17666666666666667,0.30028328611898014
1.0,300,0.5,2500,4,0.5,198,498,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.0,300,0.5,2500,4,1.0,100,400,25,25,0,276,1.0,0.08333333333333333,0.15384615384615385
1.0,300,0.5,2500,6,0.2,1070,1370,64,64,0,237,1.0,0.21333333333333335,0.3516483516483517
1.0,300,0.5,2500,6,0.5,2326,2626,44,40,4,261,0.9090909090909091,0.13333333333333333,0.2325581395348837
1.0,300,0.5,2500,6,1.0,273,573,37,37,0,264,1.0,0.12333333333333334,0.2195845697329377
1.0,300,0.5,2500,8,0.2,391,691,72,72,0,229,1.0,0.24,0.3870967741935484
1.0,300,0.5,2500,8,0.5,238,538,47,47,0,254,1.0,0.15666666666666668,0.27089337175792505
1.0,300,0.5,2500,8,1.0,2250,2550,32,32,0,269,1.0,0.10666666666666667,0.1927710843373494
1.0,300,1.0,500,4,0.2,86,386,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,4,0.5,381,681,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,4,1.0,168,468,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,6,0.2,153,453,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,6,0.5,219,519,0,0,0,301,0.0,0.0,0.0
1.0,300,1.0,500,6,1.0,113,413,4,4,0,297,1.0,0.013333333333333334,0.02631578947368421
1.0,300,1.0,500,8,0.2,352,652,0,0,0,301,0.0,0.0,0.0
1.0,300,1.0,500,8,0.5,296,596,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,8,1.0,383,683,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,1500,4,0.2,593,893,21,21,0,280,1.0,0.07,0.13084112149532712
1.0,300,1.0,1500,4,0.5,1495,1795,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.0,300,1.0,1500,4,1.0,533,833,8,8,0,293,1.0,0.02666666666666667,0.05194805194805195
1.0,300,1.0,1500,6,0.2,1332,1632,44,44,0,257,1.0,0.14666666666666667,0.2558139534883721
1.0,300,1.0,1500,6,0.5,440,740,20,20,0,281,1.0,0.06666666666666667,0.125
1.0,300,1.0,1500,6,1.0,1201,1501,20,20,0,281,1.0,0.06666666666666667,0.125
1.0,300,1.0,1500,8,0.2,509,809,30,30,0,271,1.0,0.1,0.18181818181818182
1.0,300,1.0,1500,8,0.5,766,1066,13,13,0,288,1.0,0.043333333333333335,0.08306709265175719
1.0,300,1.0,1500,8,1.0,702,1002,18,18,0,283,1.0,0.06,0.11320754716981131
1.0,300,1.0,2500,4,0.2,1435,1735,33,33,0,268,1.0,0.11,0.19819819819819817
1.0,300,1.0,2500,4,0.5,362,662,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.0,300,1.0,2500,4,1.0,790,1090,21,21,0,280,1.0,0.07,0.13084112149532712
1.0,300,1.0,2500,6,0.2,760,1060,50,50,0,251,1.0,0.16666666666666666,0.2857142857142857
1.0,300,1.0,2500,6,0.5,1312,1612,28,28,0,273,1.0,0.09333333333333334,0.17073170731707318
1.0,300,1.0,2500,6,1.0,1180,1480,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.0,300,1.0,2500,8,0.2,1232,1532,65,65,0,236,1.0,0.21666666666666667,0.3561643835616438
1.0,300,1.0,2500,8,0.5,971,1271,27,27,0,274,1.0,0.09,0.16513761467889906
1.0,300,1.0,2500,8,1.0,958,1258,29,29,0,272,1.0,0.09666666666666666,0.1762917933130699
1.5,100,0.1,500,4,0.2,396,496,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,4,0.5,28,128,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,4,1.0,253,353,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.1,500,6,0.2,300,400,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.1,500,6,0.5,389,489,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.1,500,6,1.0,113,213,4,4,0,97,1.0,0.04,0.07692307692307693
1.5,100,0.1,500,8,0.2,245,345,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,0.1,500,8,0.5,38,138,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,8,1.0,81,181,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,0.1,1500,4,0.2,169,269,53,53,0,48,1.0,0.53,0.6928104575163399
1.5,100,0.1,1500,4,0.5,1435,1535,22,22,0,79,1.0,0.22,0.36065573770491804
1.5,100,0.1,1500,4,1.0,463,563,16,16,0,85,1.0,0.16,0.2758620689655173
1.5,100,0.1,1500,6,0.2,1484,1584,71,71,0,30,1.0,0.71,0.8304093567251462
1.5,100,0.1,1500,6,0.5,622,722,24,24,0,77,1.0,0.24,0.3870967741935484
1.5,100,0.1,1500,6,1.0,268,368,29,29,0,72,1.0,0.29,0.44961240310077516
1.5,100,0.1,1500,8,0.2,646,746,62,62,0,39,1.0,0.62,0.7654320987654321
1.5,100,0.1,1500,8,0.5,997,1097,27,27,0,74,1.0,0.27,0.4251968503937008
1.5,100,0.1,1500,8,1.0,1088,1188,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,0.1,2500,4,0.2,264,364,75,75,0,26,1.0,0.75,0.8571428571428571
1.5,100,0.1,2500,4,0.5,2260,2360,50,50,0,51,1.0,0.5,0.6666666666666666
1.5,100,0.1,2500,4,1.0,318,418,19,19,0,82,1.0,0.19,0.319327731092437
1.5,100,0.1,2500,6,0.2,914,1014,71,70,1,31,0.9859154929577465,0.7,0.8187134502923976
1.5,100,0.1,2500,6,0.5,1999,2099,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.1,2500,6,1.0,486,586,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.1,2500,8,0.2,178,278,93,93,0,8,1.0,0.93,0.9637305699481865
1.5,100,0.1,2500,8,0.5,600,700,51,51,0,50,1.0,0.51,0.6754966887417219
1.5,100,0.1,2500,8,1.0,598,698,32,32,0,69,1.0,0.32,0.48484848484848486
1.5,100,0.5,500,4,0.2,472,572,18,18,0,83,1.0,0.18,0.3050847457627119
1.5,100,0.5,500,4,0.5,154,254,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.5,500,4,1.0,418,518,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.5,500,6,0.2,402,502,20,20,0,81,1.0,0.2,0.33333333333333337
1.5,100,0.5,500,6,0.5,176,276,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.5,500,6,1.0,252,352,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.5,500,8,0.2,424,524,30,30,0,71,1.0,0.3,0.4615384615384615
1.5,100,0.5,500,8,0.5,304,404,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.5,500,8,1.0,279,379,4,4,0,97,1.0,0.04,0.07692307692307693
1.5,100,0.5,1500,4,0.2,330,430,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,0.5,1500,4,0.5,371,471,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,0.5,1500,4,1.0,764,864,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,0.5,1500,6,0.2,531,631,53,52,1,49,0.9811320754716981,0.52,0.6797385620915032
1.5,100,0.5,1500,6,0.5,804,904,36,36,0,65,1.0,0.36,0.5294117647058824
1.5,100,0.5,1500,6,1.0,288,388,22,22,0,79,1.0,0.22,0.36065573770491804
1.5,100,0.5,1500,8,0.2,1092,1192,64,64,0,37,1.0,0.64,0.7804878048780487
1.5,100,0.5,1500,8,0.5,238,338,31,31,0,70,1.0,0.31,0.47328244274809156
1.5,100,0.5,1500,8,1.0,689,789,25,25,0,76,1.0,0.25,0.4
1.5,100,0.5,2500,4,0.2,2211,2311,80,80,0,21,1.0,0.8,0.888888888888889
1.5,100,0.5,2500,4,0.5,1503,1603,33,33,0,68,1.0,0.33,0.49624060150375937
1.5,100,0.5,2500,4,1.0,682,782,30,30,0,71,1.0,0.3,0.4615384615384615
1.5,100,0.5,2500,6,0.2,751,851,73,73,0,28,1.0,0.73,0.8439306358381503
1.5,100,0.5,2500,6,0.5,27,127,64,64,0,37,1.0,0.64,0.7804878048780487
1.5,100,0.5,2500,6,1.0,2350,2450,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.5,2500,8,0.2,1723,1823,81,81,0,20,1.0,0.81,0.8950276243093923
1.5,100,0.5,2500,8,0.5,2010,2110,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,0.5,2500,8,1.0,440,540,35,35,0,66,1.0,0.35,0.5185185185185185
1.5,100,1.0,500,4,0.2,15,115,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,1.0,500,4,0.5,37,137,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,1.0,500,4,1.0,114,214,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,1.0,500,6,0.2,166,266,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,1.0,500,6,0.5,489,589,17,17,0,84,1.0,0.17,0.2905982905982906
1.5,100,1.0,500,6,1.0,384,484,7,7,0,94,1.0,0.07,0.13084112149532712
1.5,100,1.0,500,8,0.2,133,233,15,15,0,86,1.0,0.15,0.2608695652173913
1.5,100,1.0,500,8,0.5,13,113,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,1.0,500,8,1.0,75,175,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,1.0,1500,4,0.2,633,733,23,23,0,78,1.0,0.23,0.3739837398373984
1.5,100,1.0,1500,4,0.5,969,1069,27,27,0,74,1.0,0.27,0.4251968503937008
1.5,100,1.0,1500,4,1.0,45,145,31,31,0,70,1.0,0.31,0.47328244274809156
1.5,100,1.0,1500,6,0.2,1237,1337,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,1.0,1500,6,0.5,890,990,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,1.0,1500,6,1.0,1044,1144,21,21,0,80,1.0,0.21,0.34710743801652894
