,distance,herding_time,coefficients_of_horses,grazing_time,num_mares,stallion_speed,method,accuracy,f1_score,precision,recall
158,0.5,100,0.5,50,6,0.5,coreset_kmeans_labels,0.345,0.5130111524163569,0.4107142857142857,0.6831683168316832
159,0.5,100,0.5,50,6,0.5,local_transfer_entropy,0.7929292929292929,0.7630057803468208,0.9166666666666666,0.6534653465346535
160,0.5,100,0.5,50,6,1.0,isolation_forest_outlier,0.465,0.183206106870229,0.4,0.1188118811881188
161,0.5,100,0.5,50,6,1.0,lof_outlier,0.535,0.2900763358778626,0.6333333333333333,0.18811881188118812
162,0.5,100,0.5,50,6,1.0,dbscan_labels,0.495,0.0,1.0,0.0
163,0.5,100,0.5,50,6,1.0,coreset_kmeans_labels,0.74,0.792,0.6644295302013423,0.9801980198019802
164,0.5,100,0.5,50,6,1.0,local_transfer_entropy,0.8181818181818182,0.788235294117647,0.9710144927536232,0.6633663366336634
165,0.5,100,0.5,50,8,0.2,isolation_forest_outlier,0.495,0.22900763358778625,0.5,0.1485148514851485
166,0.5,100,0.5,50,8,0.2,lof_outlier,0.595,0.3816793893129771,0.8333333333333334,0.24752475247524752
167,0.5,100,0.5,50,8,0.2,dbscan_labels,0.495,0.0,1.0,0.0
168,0.5,100,0.5,50,8,0.2,coreset_kmeans_labels,0.645,0.6926406926406926,0.6153846153846154,0.7920792079207921
169,0.5,100,0.5,50,8,0.2,local_transfer_entropy,0.8131313131313131,0.783625730994152,0.9571428571428572,0.6633663366336634
170,0.5,100,0.5,50,8,0.5,isolation_forest_outlier,0.545,0.3053435114503817,0.6666666666666666,0.19801980198019803
171,0.5,100,0.5,50,8,0.5,lof_outlier,0.525,0.2748091603053435,0.6,0.1782178217821782
172,0.5,100,0.5,50,8,0.5,dbscan_labels,0.495,0.0,1.0,0.0
173,0.5,100,0.5,50,8,0.5,coreset_kmeans_labels,0.705,0.650887573964497,0.8088235294117647,0.5445544554455446
174,0.5,100,0.5,50,8,0.5,local_transfer_entropy,0.8585858585858586,0.8444444444444444,0.9620253164556962,0.7524752475247525
175,0.5,100,0.5,50,8,1.0,isolation_forest_outlier,0.435,0.13740458015267176,0.3,0.0891089108910891
176,0.5,100,0.5,50,8,1.0,lof_outlier,0.535,0.2900763358778626,0.6333333333333333,0.18811881188118812
177,0.5,100,0.5,50,8,1.0,dbscan_labels,0.495,0.0,1.0,0.0
178,0.5,100,0.5,50,8,1.0,coreset_kmeans_labels,0.725,0.7773279352226721,0.6575342465753424,0.9504950495049505
179,0.5,100,0.5,50,8,1.0,local_transfer_entropy,0.8737373737373737,0.8603351955307262,0.9871794871794872,0.7623762376237624
180,0.5,100,0.5,150,4,0.2,isolation_forest_outlier,0.7175,0.2981366459627329,0.4,0.2376237623762376
181,0.5,100,0.5,150,4,0.2,lof_outlier,0.7425,0.36024844720496896,0.48333333333333334,0.2871287128712871
182,0.5,100,0.5,150,4,0.2,dbscan_labels,0.7475,0.0,1.0,0.0
183,0.5,100,0.5,150,4,0.2,coreset_kmeans_labels,0.6275,0.5754985754985755,0.404,1.0
184,0.5,100,0.5,150,4,0.2,local_transfer_entropy,0.8391959798994975,0.7217391304347827,0.6434108527131783,0.8217821782178217
185,0.5,100,0.5,150,4,0.5,isolation_forest_outlier,0.6625,0.16149068322981366,0.21666666666666667,0.12871287128712872
186,0.5,100,0.5,150,4,0.5,lof_outlier,0.7025,0.2608695652173913,0.35,0.2079207920792079
187,0.5,100,0.5,150,4,0.5,dbscan_labels,0.7475,0.0,1.0,0.0
188,0.5,100,0.5,150,4,0.5,coreset_kmeans_labels,0.5675,0.4709480122324159,0.3407079646017699,0.7623762376237624
189,0.5,100,0.5,150,4,0.5,local_transfer_entropy,0.8517587939698492,0.7377777777777778,0.6693548387096774,0.8217821782178217
190,0.5,100,0.5,150,4,1.0,isolation_forest_outlier,0.6075,0.024844720496894408,0.03333333333333333,0.019801980198019802
191,0.5,100,0.5,150,4,1.0,lof_outlier,0.7175,0.2981366459627329,0.4,0.2376237623762376
192,0.5,100,0.5,150,4,1.0,dbscan_labels,0.7475,0.0,1.0,0.0
193,0.5,100,0.5,150,4,1.0,coreset_kmeans_labels,0.5675,0.4709480122324159,0.3407079646017699,0.7623762376237624
194,0.5,100,0.5,150,4,1.0,local_transfer_entropy,0.9296482412060302,0.8727272727272727,0.8067226890756303,0.9504950495049505
195,0.5,100,0.5,150,6,0.2,isolation_forest_outlier,0.6475,0.12422360248447205,0.16666666666666666,0.09900990099009901
196,0.5,100,0.5,150,6,0.2,lof_outlier,0.7625,0.40993788819875776,0.55,0.32673267326732675
197,0.5,100,0.5,150,6,0.2,dbscan_labels,0.7475,0.0,1.0,0.0
198,0.5,100,0.5,150,6,0.2,coreset_kmeans_labels,0.5,0.4318181818181818,0.30278884462151395,0.7524752475247525
199,0.5,100,0.5,150,6,0.2,local_transfer_entropy,0.9396984924623115,0.8909090909090909,0.8235294117647058,0.9702970297029703
200,0.5,100,0.5,150,6,0.5,isolation_forest_outlier,0.7375,0.34782608695652173,0.4666666666666667,0.27722772277227725
201,0.5,100,0.5,150,6,0.5,lof_outlier,0.7875,0.4720496894409938,0.6333333333333333,0.37623762376237624
202,0.5,100,0.5,150,6,0.5,dbscan_labels,0.7475,0.0,1.0,0.0
203,0.5,100,0.5,150,6,0.5,coreset_kmeans_labels,0.5625,0.3944636678200692,0.30319148936170215,0.5643564356435643
204,0.5,100,0.5,150,6,0.5,local_transfer_entropy,0.964824120603015,0.9333333333333333,0.8990825688073395,0.9702970297029703
205,0.5,100,0.5,150,6,1.0,isolation_forest_outlier,0.6125,0.037267080745341616,0.05,0.0297029702970297
206,0.5,100,0.5,150,6,1.0,lof_outlier,0.6875,0.2236024844720497,0.3,0.1782178217821782
207,0.5,100,0.5,150,6,1.0,dbscan_labels,0.7475,0.0,1.0,0.0
208,0.5,100,0.5,150,6,1.0,coreset_kmeans_labels,0.4875,0.4225352112676056,0.2952755905511811,0.7425742574257426
209,0.5,100,0.5,150,6,1.0,local_transfer_entropy,0.9748743718592965,0.9528301886792453,0.9099099099099099,1.0
210,0.5,100,0.5,150,8,0.2,isolation_forest_outlier,0.7375,0.34782608695652173,0.4666666666666667,0.27722772277227725
211,0.5,100,0.5,150,8,0.2,lof_outlier,0.7325,0.33540372670807456,0.45,0.26732673267326734
212,0.5,100,0.5,150,8,0.2,dbscan_labels,0.7475,0.0,1.0,0.0
